video_title,video_id,comment_id,comment_date,updated_date,commenter_url,commenter_name,like_count,top_level_comment_num,top_level_comment,comment_reply
"""First Presidential Debate""",855Am6ovK7s,z13udxqgmoyqyzcbs04cehpg3qjrhlvxqb4,2016-11-07T17:07:16.000Z,2016-11-07T17:07:16.000Z,http://www.youtube.com/channel/UCH6Mxwnr1EgwYlUQJhEBR7w,The Pretty Program,2,318,Trump really needs to shut up when Hillary is talking﻿, - 
"""First Presidential Debate""",855Am6ovK7s,z13aw3qyqsjmjvue022cszgbnvvosx24q04,2016-11-07T02:40:17.000Z,2016-11-07T02:40:32.000Z,http://www.youtube.com/channel/UCOTTywOjM3KAyj6zBmYi55A,MC67gaming,0,319,Trump is bad and Hilary is worse..MUCH WORSE﻿, - 
"""First Presidential Debate""",855Am6ovK7s,z13oh5ehpquhx1hjv04cefmohpm2if3oimw0k,2016-11-08T23:34:15.000Z,2016-11-08T23:34:15.000Z,http://www.youtube.com/channel/UCBliw9PNMVGPAX9AX8Lh3Aw,Dark Prince,1,320,"Also, Hillary has a disgusting yellow section on her teeth eww.﻿", - 
"""First Presidential Debate""",855Am6ovK7s,z12hsdg4plamujbvo233fniygszdydmaa04,2016-11-08T13:54:50.000Z,2016-11-08T13:54:50.000Z,http://www.youtube.com/channel/UCUAxKdZjetA_UT-taFL0nLg,Cheryl Y,2,321,"watching this video only taught me one thing: politics can be really cheap 
and dirty﻿", - 
"""First Presidential Debate""",855Am6ovK7s,z12cyrt4snyvx3cfm22atp5rcwesxvf0c,2016-11-08T02:56:34.000Z,2016-11-08T02:56:34.000Z,http://www.youtube.com/channel/UCSwWjh6ZP6nWUYSP8hjK-qw,Maria Rocco,1,322,"HIllary is going to win but Trump is right. America is a laughing stock. 
Trump can make America great again but Hillary can make China, Middle east 
and Russia great again.﻿", - 
"""First Presidential Debate""",855Am6ovK7s,z13ve1oaboitslvju04cdpsaokv0dpiwnzc0k,2016-11-09T03:32:51.000Z,2016-11-09T03:32:51.000Z,http://www.youtube.com/channel/UCfJU7oYx7cK35cM8eaa9yKw,kailynn Gatzke,5,323,go Trump trump Trump trump LOL﻿, - 
"""First Presidential Debate""",855Am6ovK7s,z12gsljarte2wd40x231ydxr3tyxwzlnn,2016-11-09T07:53:09.000Z,2016-11-09T07:53:09.000Z,http://www.youtube.com/channel/UCvC2q1GzuI7YSIjeB5mvCDw,Westy10,0,324,Donald trump won! Damn﻿, - 
"""First Presidential Debate""",855Am6ovK7s,z13bjvzwhwuxgxu4g04cdx0pnoyayttwf0s,2016-11-09T00:24:27.000Z,2016-11-09T00:24:27.000Z,http://www.youtube.com/channel/UCMJVRha2zvVsNYyPZHg4iIw,MaGesticLean,0,325,VOTE EGG﻿, - 
"""First Presidential Debate""",855Am6ovK7s,z13ksneoexn3y3ord04ci3rj4kutdrzqnt00k,2016-11-09T08:10:48.000Z,2016-11-09T08:10:48.000Z,http://www.youtube.com/channel/UCxJnlPSXIIfkqDrICPLoNfQ,Jakob Davis,4,326,Spoiler: Trump Wins﻿, - 
"""First Presidential Debate""",855Am6ovK7s,z12ncbqadq2pszm2w23xwrjpfovoc1lrg04,2016-11-05T13:01:55.000Z,2016-11-05T13:01:55.000Z,http://www.youtube.com/channel/UCnoPhGLvL0ZncpIedbT5hkg,Juanita LillianAva Reid Reid,0,327,"Ivanka-You are an Inspiration for All---Looks Matter btw--Always Look The 
Best You Can--Therefore, One will Feel Much Stronger & Free to Speak Your 
Mind--The Trump Family is a True Hope & Pride--Liberty for All 
Americans---The OLD OUTDATED System must GO! Welcome Ivanka--I am from 
Sweden--I Live in Canada at the Moment--God Bless﻿", - 
"""First Presidential Debate""",855Am6ovK7s,z13iuzirevz0f12k222ejhjhpkrmwxhn3,2016-11-08T20:35:24.000Z,2016-11-08T20:35:24.000Z,http://www.youtube.com/channel/UCTTM8UhBYD4D6RDn8sXXl3Q,Auroras Music Box,0,328,"I'm using Music from my Channel, imagine hillary and Donald having Romantic 
Sex.﻿", - 
"""First Presidential Debate""",855Am6ovK7s,z13hxreayz34tdbns22jvhkgpundgnsns,2016-11-06T16:55:24.000Z,2016-11-06T16:55:24.000Z,http://www.youtube.com/channel/UCaYJ85OaIzQTto_cJj1bVvg,Karen Minster,0,329,"Good argument, Hillary, about the housing crisis and near-collapse, ~15:45.﻿", - 
"""First Presidential Debate""",855Am6ovK7s,z12ripepzyv3fvyxv04cjfqrckedtb5jda0,2016-11-09T03:18:41.000Z,2016-11-09T03:19:10.000Z,http://www.youtube.com/channel/UCc6OLOcLXctZ15Y3tAPWzlg,sophie ohara,0,330,Why didn't Michelle Obama go for president 😂 I do quite like Hilary though﻿, - 
"""First Presidential Debate""",855Am6ovK7s,z133udaxflz0s3twl04ccncrlybfc1gzy0c,2016-11-07T12:55:01.000Z,2016-11-07T12:55:01.000Z,http://www.youtube.com/channel/UCsT-tgmf8A6fdrR6N_sZAxA,Pauline Ward,0,331,"I think this debate was a good test of the skills a President needs. They 
need a cool temperament, they need to be able to see a problem from many 
angles, and use knowledge and experience to settle on a policy that is 
going to be workable practically and will get the support of the partners 
they need to make it work politically.﻿", - 
"""First Presidential Debate""",855Am6ovK7s,z12kxlzolqqoddgau04cj1eh1la1hfr4p3g,2016-11-07T22:31:43.000Z,2016-11-07T22:31:43.000Z,http://www.youtube.com/channel/UCIT1pkkLsYgaCQYIXJEdLaw,Crista Carson,2,332,Donald trump always acts like he's 2  during these debates﻿, - 
"""First Presidential Debate""",855Am6ovK7s,z13ys32z1sezsfdvd235fprblpf2hrq4r04,2016-11-05T03:49:08.000Z,2016-11-05T03:49:08.000Z,http://www.youtube.com/channel/UCEi06IQv7gtuXm_7zVvZPWg,What a Savage,0,333,"my God, he is just sooooo pleased with himself! Go ahead, run the country 
so you can stop blaming everyone else in the country and the world for 
every issue when you dont even pay taxes. Atleast with you running things 
you cant run away or blame anyone else for driving the country right into 
the ground, but then again, im sure you will trump. Your name dosnt even 
deserve a capital !!! His mouth just keeps bringing himself down.....its 
sooo funny watching him and his thin skin, sink himself﻿", - 
"""First Presidential Debate""",855Am6ovK7s,z12rthkiiu2gzz1fe23ht1x5lxvtithdc,2016-11-09T08:31:35.000Z,2016-11-09T08:31:35.000Z,http://www.youtube.com/channel/UCIx7hAW8TXg_lPGx9gub5wg,UMAR YAKUBU,0,334,"congratulation of donald trump, as a usa president sometime some people 
should make the world be a peaceful.﻿", - 
